Frequency (Hz),Trace 1 (V)
5931.585607394366,6.08583923428212e-05
5974.568111795775,6.503332546599984e-05
6017.550616197183,1.884977046590879e-05
6060.533120598591,1.658189884573971e-05
6103.515625,4.333600288758316e-05
6146.498129401408,2.773915465288605e-05
6189.480633802817,1.104396312933872e-05
6232.463138204225,2.315164629864344e-05
6275.445642605633,3.063776847957485e-05
6318.428147007042,8.522578517446188e-05
6361.410651408451,0.0001343205253690695
6404.393155809858,0.0001430793112713924
6447.375660211267,0.000138907245863443
6490.358164612676,7.899449963571985e-05
6533.340669014084,2.412672027365933e-05
6576.323173415492,3.966061516075304e-05
6619.305677816901,4.204378051743777e-05
6662.28818221831,4.133224811765415e-05
6705.270686619718,3.424408516642767e-05
6748.253191021126,3.069818950480774e-05
6791.235695422535,2.331256659317327e-05
6834.218199823943,1.164988219061561e-05
6877.200704225352,1.136325234075406e-05
6920.18320862676,9.88930729193942e-06
6963.165713028168,6.248074049215907e-06
7006.148217429577,8.152141233452336e-06
7049.130721830986,1.676093051697335e-05
7092.113226232394,1.80872006424181e-05
7135.095730633802,2.105554921634232e-05
7178.078235035211,2.496972821251065e-05
7221.06073943662,3.439249848835686e-05
7264.043243838028,4.627050876176234e-05
7307.025748239436,5.964785441496875e-05
7350.008252640845,5.838387273980173e-05
7392.990757042253,4.63068038166911e-05
7435.973261443662,2.716619240150674e-05
7478.95576584507,1.337775777076153e-05
7521.938270246478,1.912852635573641e-05
7564.920774647887,3.04393218007846e-05
7607.903279049296,4.677584060779159e-05
7650.885783450703,6.448275518861584e-05
7693.868287852112,6.937053290993521e-05
7736.850792253521,7.331004510649784e-05
7779.833296654929,8.319931303176131e-05
7822.815801056337,8.044573274073511e-05
7865.798305457746,6.048333758176078e-05
7908.780809859154,3.856561443817876e-05
7951.763314260563,1.827209367376867e-05
7994.745818661971,2.98535440207387e-05
8037.72832306338,5.405755101613464e-05
8080.710827464788,5.137664452402378e-05
8123.693331866197,3.99328419925486e-05
8166.675836267606,3.039279823531549e-05
8209.658340669013,1.845545966703169e-05
8252.640845070422,1.427069339838837e-05
8295.623349471831,2.359059222340104e-05
8338.60585387324,3.294761182348391e-05
8381.588358274648,3.878686715837472e-05
8424.570862676055,3.519644164223947e-05
8467.553367077464,2.433725808227492e-05
8510.535871478873,3.611907536673474e-05
8553.518375880281,5.011797343267458e-05
8596.50088028169,5.093163045888398e-05
8639.483384683099,3.709896351904218e-05
8682.465889084506,1.568366329859332e-05
8725.448393485914,8.737998883953127e-07
8768.430897887323,6.757267860994089e-06
8811.413402288732,1.415452034209529e-05
8854.395906690141,0.0001153636036110956
8897.378411091549,0.0002680999876950952
8940.360915492958,0.0003367738935295613
8983.343419894365,0.0003409836540315055
9026.325924295774,0.0003003127049039296
9069.308428697183,0.000158546370439586
9112.290933098591,2.652077508463738e-05
9155.2734375,1.444500098815603e-05
9198.255941901409,1.35790071662278e-05
9241.238446302816,2.016248003207451e-05
9284.220950704224,3.025662041874265e-05
9327.203455105633,2.597228500702885e-05
9370.185959507042,2.016188777755678e-05
9413.168463908451,1.973762071742244e-05
9456.150968309859,1.878490927262807e-05
9499.133472711266,1.254230633522699e-05
9542.115977112675,7.840879376069807e-06
9585.098481514084,1.247782341843843e-05
9628.080985915492,1.940400748465047e-05
9671.063490316901,4.07533992395913e-05
9714.04599471831,4.693246440949204e-05
9757.028499119719,4.448593637780641e-05
9800.011003521126,4.008318877550485e-05
9842.993507922534,4.126035976426306e-05
9885.976012323943,4.6604885093245e-05
9928.958516725352,4.656159513089888e-05
9971.94102112676,4.315430144168074e-05
10014.92352552817,3.645414887103168e-05
10057.90602992958,4.639865799632989e-05
10100.88853433098,0.0006837234414743549
10143.87103873239,0.00312987748512352
10186.8535431338,0.005726469997725251
10229.83604753521,0.00630408899967987
10272.81855193662,0.006248573321775501
10315.80105633803,0.004915941814924617
10358.78356073944,0.001958908358572598
10401.76606514084,0.0002341739182724477
10444.74856954225,3.028490994547418e-05
10487.73107394366,4.450008066059909e-05
10530.71357834507,4.299205247685076e-05
10573.69608274648,3.804881061217126e-05
10616.67858714789,3.674864653293491e-05
10659.66109154929,3.032761121821738e-05
10702.6435959507,2.241719342825979e-05
10745.62610035211,2.08169909932304e-05
10788.60860475352,3.368045074236084e-05
10831.59110915493,5.229498950397975e-05
10874.57361355634,5.862712152196497e-05
10917.55611795775,5.901378143663458e-05
10960.53862235915,6.314295610721231e-05
11003.52112676056,5.542312992203729e-05
11046.50363116197,5.141157159822697e-05
11089.48613556338,5.398378428746749e-05
11132.46863996479,4.510354688861738e-05
11175.4511443662,3.043738638315991e-05
11218.4336487676,9.169344449780517e-06
11261.41615316901,1.137351252235867e-05
11304.39865757042,2.399116530053824e-05
11347.38116197183,3.823692087438097e-05
11390.36366637324,5.976026243598682e-05
11433.34617077465,0.0001836182824905262
11476.32867517606,0.0002758295663531444
11519.31117957746,0.0002875516797378843
11562.29368397887,0.0002771999253297019
11605.27618838028,0.0001704735384564444
11648.25869278169,4.453836984526511e-05
11691.2411971831,2.491781217576447e-05
11734.22370158451,3.190443135005492e-05
11777.20620598591,2.978282417387457e-05
11820.18871038732,1.960506468704212e-05
11863.17121478873,2.187986527659291e-05
11906.15371919014,2.630862178651949e-05
11949.13622359155,1.357347316439213e-05
11992.11872799296,7.294338724624918e-06
12035.10123239437,2.117764269508778e-05
12078.08373679577,4.264789436464183e-05
12121.06624119718,5.059892741256056e-05
12164.04874559859,4.248500185421369e-05
12207.03125,4.159394557969369e-05
12250.01375440141,5.570099037928182e-05
12292.99625880282,5.675894530820868e-05
12335.97876320422,3.743983562216484e-05
12378.96126760563,1.120363276406562e-05
12421.94377200704,2.040613852385316e-05
12464.92627640845,4.09671613827821e-05
12507.90878080986,4.062146258934614e-05
12550.89128521127,2.663910590880358e-05
12593.87378961267,6.973091009138598e-06
12636.85629401408,1.90720658763178e-05
12679.83879841549,5.013474378531749e-05
12722.8213028169,6.969356715224368e-05
12765.80380721831,7.587268072764588e-05
12808.78631161972,7.807953711769441e-05
12851.76881602113,6.288055329666794e-05
12894.75132042253,4.193917835474138e-05
12937.73382482394,3.503030637838823e-05
12980.71632922535,3.503865624966882e-05
13023.69883362676,3.676464162262733e-05
13066.68133802817,4.034174579542785e-05
13109.66384242958,5.040117274180548e-05
13152.64634683098,5.800700299243945e-05
13195.62885123239,5.406855866027413e-05
13238.6113556338,4.863263580166511e-05
13281.59386003521,4.429517605378914e-05
13324.57636443662,3.822303654819486e-05
13367.55886883803,3.97070076450681e-05
13410.54137323944,3.715979714429845e-05
13453.52387764084,2.837851336652793e-05
13496.50638204225,2.403806551777442e-05
13539.48888644366,1.756484855306736e-05
13582.47139084507,4.06932808171959e-05
13625.45389524648,4.779310486465883e-05
13668.43639964789,4.906523659867852e-05
13711.41890404929,5.012369486191936e-05
13754.4014084507,3.827898988092974e-05
13797.38391285211,2.718047560778989e-05
13840.36641725352,2.270887147703009e-05
13883.34892165493,1.990520180535505e-05
13926.33142605634,3.348121223640691e-05
13969.31393045775,5.561543878412243e-05
14012.29643485915,0.0001240175087768877
14055.27893926056,0.0001784739979745599
14098.26144366197,0.0001884052150644311
14141.24394806338,0.0001808279013974161
14184.22645246479,0.0001050431694850408
14227.2089568662,2.722953025869647e-05
14270.1914612676,2.672448497769e-05
14313.17396566901,2.258834801234124e-05
14356.15647007042,1.336209305814121e-05
14399.13897447183,1.098140592896554e-05
14442.12147887324,3.316441316337813e-05
14485.10398327465,4.381976034865177e-05
14528.08648767606,3.784394119914478e-05
14571.06899207746,3.863093194887371e-05
14614.05149647887,5.787038625667072e-05
14657.03400088028,8.739042454083592e-05
14700.01650528169,8.20884922320335e-05
14742.9990096831,3.444665245343093e-05
14785.98151408451,3.295123637733252e-05
14828.96401848591,7.438924063248681e-05
14871.94652288732,0.0001139857539655578
14914.92902728873,0.0001105969698117757
14957.91153169014,9.543497427073182e-05
15000.89403609155,5.238091723735746e-05
15043.87654049296,3.893775340677999e-05
15086.85904489437,6.328164743403886e-06
15129.84154929577,5.955475518784918e-05
15172.82405369718,0.0002866162668263225
15215.80655809859,0.01437955565358024
15258.7890625,0.08116271124210112
15301.77156690141,0.1671174709189364
15344.75407130282,0.1935344842065502
15387.73657570422,0.1932118398841936
15430.71908010563,0.162360345209426
15473.70158450704,0.07432824888489381
15516.68408890845,0.0118225129692703
15559.66659330986,9.881012034840129e-05
15602.64909771127,2.794174653064429e-05
15645.63160211267,3.804688026753343e-05
15688.61410651408,6.245149065980268e-05
15731.59661091549,6.27398636636168e-05
15774.5791153169,8.299184465202876e-05
15817.56161971831,6.380607068179315e-05
15860.54412411972,6.639493796377628e-05
15903.52662852113,5.482755207880054e-05
15946.50913292253,4.665517529457449e-05
15989.49163732394,1.565169823938658e-05
16032.47414172535,3.064165786541614e-05
16075.45664612676,6.403317642948173e-05
16118.43915052817,9.093167269984834e-05
16161.42165492958,0.0001043417557240839
16204.40415933098,0.0001024399811348005
16247.38666373239,5.946116950095801e-05
16290.3691681338,1.853314213720672e-05
16333.35167253521,4.256373274470016e-05
16376.33417693662,3.604883621672633e-05
16419.31668133803,2.839609502106949e-05
16462.29918573944,6.140243541088808e-05
16505.28169014084,8.609870343392709e-05
16548.26419454225,9.918655244407375e-05
16591.24669894366,9.654279944650467e-05
16634.22920334507,8.131950766762862e-05
16677.21170774648,7.913087152926276e-05
16720.19421214789,7.330054530942387e-05
16763.1767165493,5.436085909961472e-05
16806.1592209507,5.200196498892953e-05
16849.14172535211,4.651647362589437e-05
16892.12422975352,2.982903736881164e-05
16935.10673415493,1.234312716683249e-05
16978.08923855634,2.156679757389363e-05
17021.07174295775,2.720098115778156e-05
17064.05424735915,2.738550430577814e-05
17107.03675176056,3.62864200241143e-05
17150.01925616197,4.424193118726161e-05
17193.00176056338,4.811567223898213e-05
17235.98426496479,4.479160314948215e-05
17278.9667693662,4.498559553369691e-05
17321.9492737676,4.542040468930648e-05
17364.93177816901,2.881396600731592e-05
17407.91428257042,6.406843488145101e-06
17450.89678697183,2.179009208449244e-05
17493.87929137324,3.323535909224555e-05
17536.86179577465,4.107978272345425e-05
17579.84430017606,4.35492193790337e-05
17622.82680457746,3.720369850830878e-05
17665.80930897887,3.156517078795248e-05
17708.79181338028,2.977642646920034e-05
17751.77431778169,2.809945809345629e-05
17794.7568221831,1.478006231381179e-05
17837.73932658451,2.17175873176255e-05
17880.72183098592,2.54101704899789e-05
17923.70433538732,2.824450942589668e-05
17966.68683978873,3.399910913374479e-05
18009.66934419014,4.858105391016903e-05
18052.65184859155,5.222149194323547e-05
18095.63435299296,3.04874421873224e-05
18138.61685739437,1.633073367106764e-05
18181.59936179577,2.934683124897191e-05
18224.58186619718,4.599300874966541e-05
18267.56437059859,5.238370345370387e-05
18310.546875,3.973375391109751e-05
18353.52937940141,2.94395492361792e-05
18396.51188380282,2.704073212491054e-05
18439.49438820422,3.947647678102027e-05
18482.47689260563,3.855611289949023e-05
18525.45939700704,4.046076722850345e-05
18568.44190140845,5.631588617373619e-05
18611.42440580986,6.920339243771317e-05
18654.40691021127,7.574667364192516e-05
18697.38941461268,7.253165913509355e-05
18740.37191901408,6.839711495414443e-05
18783.35442341549,6.864951964335633e-05
18826.3369278169,6.475794162754341e-05
18869.31943221831,4.889514546936353e-05
18912.30193661972,2.816170062316279e-05
18955.28444102113,2.129500643499727e-05
18998.26694542253,2.876950874235196e-05
19041.24944982394,2.796668701373267e-05
19084.23195422535,6.685769794627781e-05
19127.21445862676,0.0001971800089731559
19170.19696302817,0.0002974717749117012
19213.17946742958,0.0003212046453320214
19256.16197183098,0.0003216075437307325
19299.14447623239,0.0002178406373814602
19342.1269806338,6.976494107893812e-05
19385.10948503521,1.655513759236786e-05
19428.09198943662,4.066199333389077e-05
19471.07449383803,5.15748742578377e-05
19514.05699823944,5.512469025232085e-05
19557.03950264084,5.080802984012133e-05
19600.02200704225,3.83412037096545e-05
19643.00451144366,3.857230126525346e-05
19685.98701584507,4.462000896702409e-05
19728.96952024648,4.355124634819375e-05
19771.95202464789,4.858611080360476e-05
19814.93452904929,5.175135603570036e-05
19857.9170334507,3.571659144045035e-05
19900.89953785211,5.664835090311752e-05
19943.88204225352,7.746154516462068e-05
19986.86454665493,8.004175185615074e-05
20029.84705105634,5.523546918778478e-05
20072.82955545775,2.028713592319697e-05
20115.81205985915,7.029929128890836e-06
20158.79456426056,9.169838711366001e-06
20201.77706866197,5.338791197501118e-06
20244.75957306338,3.634052642632432e-05
20287.74207746479,4.374066038037422e-05
20330.7245818662,0.0001429024541873082
20373.7070862676,0.0008650264585035068
20416.68959066901,0.001999663469916616
20459.67209507042,0.002444532182874373
20502.65459947183,0.002451872331081466
20545.63710387324,0.00218307936791436
20588.61960827465,0.00113514043691899
20631.60211267605,0.000231326726234481
20674.58461707746,2.921247168659082e-05
20717.56712147887,4.252605558075212e-05
20760.54962588028,5.166092155799696e-05
20803.53213028169,4.891026041874429e-05
20846.5146346831,3.414198635490878e-05
20889.49713908451,3.620654214467857e-05
20932.47964348591,3.865464616085937e-05
20975.46214788732,3.677164628454729e-05
21018.44465228873,1.637016939066334e-05
21061.42715669014,1.931032379152875e-05
21104.40966109155,5.042960464966095e-05
21147.39216549296,6.315087304034975e-05
21190.37466989437,5.512463273481133e-05
21233.35717429577,4.305051211366424e-05
21276.33967869718,3.401705643726933e-05
21319.32218309859,4.130636775234819e-05
21362.3046875,4.581240090795541e-05
21405.28719190141,3.909711768715372e-05
21448.26969630282,2.868097352217405e-05
21491.25220070422,2.063168109559424e-05
21534.23470510563,2.751027821071551e-05
21577.21720950704,4.552489370273038e-05
21620.19971390845,6.658780292153319e-05
21663.18221830986,9.009446676419822e-05
21706.16472271127,9.060113141648855e-05
21749.14722711267,6.449198197177329e-05
21792.12973151408,3.957919847971566e-05
21835.11223591549,1.680898840070009e-05
21878.0947403169,1.360261691859967e-05
21921.07724471831,1.722093805313112e-05
21964.05974911972,1.002529797938714e-05
22007.04225352113,7.008359708414549e-06
22050.02475792253,6.407623853758891e-06
22093.00726232394,2.541238485148098e-05
22135.98976672535,3.689674957282074e-05
22178.97227112676,3.478975134422755e-05
22221.95477552817,2.987304493730174e-05
22264.93727992958,2.507867272920946e-05
22307.91978433098,2.469495362986594e-05
22350.90228873239,2.664469714646584e-05
22393.8847931338,1.919831667031048e-05
22436.86729753521,2.93731017154075e-05
22479.84980193662,4.066250829313641e-05
22522.83230633803,3.8259934895467e-05
22565.81481073943,2.311319029252017e-05
22608.79731514084,1.49689987356708e-05
22651.77981954225,2.015603113497308e-05
22694.76232394366,2.388318316401184e-05
22737.74482834507,1.619816680343284e-05
22780.72733274648,1.334036175136937e-05
22823.70983714789,1.416098482895179e-05
22866.69234154929,1.268519963770998e-05
22909.6748459507,2.034971040179685e-05
22952.65735035211,1.070060342014555e-05
22995.63985475352,1.013647040471148e-05
23038.62235915493,3.198910723770065e-05
23081.60486355634,5.205464971661699e-05
23124.58736795775,5.422052212075327e-05
23167.56987235915,3.28245663405157e-05
23210.55237676056,1.215746176253743e-05
23253.53488116197,3.504662653357756e-06
23296.51738556338,1.703102196746255e-05
23339.49988996479,2.410773973208757e-05
23382.4823943662,2.837543937952196e-05
23425.4648987676,2.886661654261955e-05
23468.44740316901,2.473504798041497e-05
23511.42990757042,2.229950114924588e-05
23554.41241197183,2.694669063178019e-05
23597.39491637324,3.13897450093056e-05
23640.37742077465,2.11217296837769e-05
23683.35992517605,1.313250323466337e-05
23726.34242957746,1.00959989665581e-05
23769.32493397887,2.142531573536986e-05
23812.30743838028,2.067738447129841e-05
23855.28994278169,8.696473917820116e-06
23898.2724471831,2.078963037389385e-05
23941.25495158451,3.571381342177673e-05
23984.23745598591,3.43312489773567e-05
24027.21996038732,2.147165673484922e-05
24070.20246478873,2.075047191020804e-05
24113.18496919014,2.386532235671158e-05
24156.16747359155,3.653772423580562e-05
24199.14997799296,5.062641118119137e-05
24242.13248239437,5.355034432730975e-05
24285.11498679577,4.250828558292647e-05
24328.09749119718,2.412745590924426e-05
24371.07999559859,1.109839590827733e-05
24414.0625,2.135570092563084e-05
24457.04500440141,2.389889193043251e-05
24500.02750880281,1.914969802513082e-05
24543.01001320422,1.951387691625527e-05
24585.99251760563,2.57856611471551e-05
24628.97502200704,3.236667900314186e-05
24671.95752640845,3.516074119829069e-05
24714.94003080986,3.616097377463173e-05
24757.92253521127,3.036214816600354e-05
24800.90503961267,2.222256760446168e-05
24843.88754401408,2.182295171533243e-05
24886.87004841549,2.533023889890775e-05
24929.8525528169,2.489263141189717e-05
24972.83505721831,1.543836417227998e-05
25015.81756161972,8.391913107860387e-06
25058.80006602113,2.331551412782593e-05
25101.78257042253,3.823035937997129e-05
25144.76507482394,4.910455042559524e-05
25187.74757922535,3.666191767609505e-05
25230.73008362676,2.948046657638849e-05
25273.71258802817,2.447559327444932e-05
25316.69509242957,2.962777092025048e-05
25359.67759683098,3.608062888910787e-05
25402.66010123239,5.264467120774205e-05
25445.6426056338,0.002393999881159482
25488.62511003521,0.02135562361270837
25531.60761443662,0.05703455413104574
25574.59011883803,0.07531953459486763
25617.57262323943,0.07626859485292314
25660.55512764084,0.0705410806886059
25703.53763204225,0.04072349399039964
25746.52013644366,0.009573785108787956
25789.50264084507,0.0003744622484999748
25832.48514524648,2.487645109544539e-05
25875.46764964789,1.089439638162964e-05
25918.45015404929,2.746345491974443e-06
25961.4326584507,1.585703917587871e-05
26004.41516285211,1.537040439226799e-05
26047.39766725352,1.650309409773815e-05
26090.38017165493,2.092398680894231e-05
26133.36267605633,2.778381549120723e-05
26176.34518045775,2.665280503857438e-05
26219.32768485915,2.304773024650705e-05
26262.31018926056,2.71753217849151e-05
26305.29269366197,3.916683043484093e-05
26348.27519806338,5.696691595969561e-05
26391.25770246479,7.049051402292715e-05
26434.24020686619,6.531239239537753e-05
26477.2227112676,5.670518611369752e-05
26520.20521566901,4.063301811282935e-05
26563.18772007042,3.99302038589165e-05
26606.17022447183,4.572723120447021e-05
26649.15272887324,4.818619173981905e-05
26692.13523327465,4.129842083407783e-05
26735.11773767605,3.160655140009755e-05
26778.10024207746,3.576000309808572e-05
26821.08274647887,4.628241834413689e-05
26864.06525088028,4.487477359023011e-05
26907.04775528169,4.003076941604834e-05
26950.0302596831,3.425872676605611e-05
26993.01276408451,3.388813127508391e-05
27035.99526848591,4.739767105870538e-05
27078.97777288732,4.558068502405254e-05
27121.96027728873,4.029301714252562e-05
27164.94278169014,4.033725362296541e-05
27207.92528609155,3.300907747459912e-05
27250.90779049295,2.00715227527831e-05
27293.89029489437,2.019380377049166e-05
27336.87279929577,1.63120642964537e-05
27379.85530369718,1.361366004980492e-05
27422.83780809859,5.264861187279736e-06
27465.8203125,1.543104545728578e-05
27508.80281690141,3.016664885352003e-05
27551.78532130281,3.991650519316362e-05
27594.76782570422,4.723357758518703e-05
27637.75033010563,4.301559800241139e-05
27680.73283450704,3.696925578679403e-05
27723.71533890845,4.051036944229544e-05
27766.69784330986,3.663690270548398e-05
27809.68034771127,2.725470210070221e-05
27852.66285211267,2.54192010513538e-05
27895.64535651408,3.882715761815069e-05
27938.62786091549,5.000134383001216e-05
27981.6103653169,4.844832732911394e-05
28024.59286971831,4.414797652337576e-05
28067.57537411971,2.91811027614201e-05
28110.55787852113,2.716258059195299e-05
28153.54038292253,4.310412928858273e-05
28196.52288732394,4.978382920137823e-05
28239.50539172535,5.329461897973848e-05
28282.48789612676,4.609953570408572e-05
28325.47040052817,3.606457089259856e-05
28368.45290492957,2.916124693330412e-05
28411.43540933098,2.241973897817272e-05
28454.41791373239,1.914837348130557e-05
28497.4004181338,3.098182300088531e-05
28540.38292253521,4.178792680203765e-05
28583.36542693662,4.768653798483656e-05
28626.34793133803,4.887568522803591e-05
28669.33043573943,3.430875161271721e-05
28712.31294014084,1.507150170750015e-05
28755.29544454225,1.519673575565022e-05
28798.27794894366,2.897534208874813e-05
28841.26045334507,4.604620380047828e-05
28884.24295774648,6.20897327609529e-05
28927.22546214789,7.044369309044824e-05
28970.20796654929,7.559345355355037e-05
29013.1904709507,7.78113335211034e-05
29056.17297535211,7.223966198912962e-05
29099.15547975352,5.923116920069607e-05
29142.13798415493,4.438541299269961e-05
29185.12048855633,3.630877362133983e-05
29228.10299295775,3.665138543247261e-05
29271.08549735915,3.04793921237789e-05
29314.06800176056,3.223556500464561e-05
29357.05050616197,0.0001132810858438025
29400.03301056338,0.000218260980933816
29443.01551496479,0.000261553930711336
29485.99801936619,0.0002870447070214985
29528.9805237676,0.0002432977455215629
29571.96302816901,0.0001168439008393403
29614.94553257042,4.483968672017403e-05
29657.92803697183,8.097282155090325e-05
29700.91054137324,0.0001143048905944639
29743.89304577465,0.0001182498915089939
29786.87555017605,9.874373832276673e-05
29829.85805457746,7.246172734515814e-05
29872.84055897887,5.643530785154189e-05
29915.82306338028,5.319639346119448e-05
29958.80556778169,5.609789530242019e-05
30001.7880721831,5.465879180476297e-05
30044.77057658451,4.943648921712005e-05
30087.75308098591,3.846237950384097e-05
30130.73558538732,2.939200602684651e-05
30173.71808978873,3.94703165167243e-05
30216.70059419014,5.734555089232008e-05
30259.68309859155,4.940990510904995e-05
30302.66560299295,3.642747245153167e-05
30345.64810739437,4.539183004320368e-05
30388.63061179577,5.646214989380162e-05
30431.61311619718,6.124554802293664e-05
30474.59562059859,6.501079130322148e-05
30517.578125,5.78672085647718e-05
30560.56062940141,3.382225385189543e-05
30603.54313380281,0.0003640193154507991
30646.52563820422,0.001101253706516449
30689.50814260563,0.001576978274492176
30732.49064700704,0.001613698883312639
30775.47315140845,0.001528445221361713
30818.45565580986,0.0009648085642962321
30861.43816021127,0.000257311738359341
30904.42066461267,2.374684723572394e-06
30947.40316901408,2.271328608596428e-05
30990.38567341549,3.33364521944501e-05
31033.3681778169,4.198433452589225e-05
31076.35068221831,3.212679004469091e-05
31119.33318661971,2.545499808248261e-05
31162.31569102113,1.50366667350816e-05
31205.29819542253,3.676642485839526e-06
31248.28069982394,1.274331259247228e-05
31291.26320422535,4.234143364379936e-05
31334.24570862676,6.343926128454558e-05
31377.22821302817,6.716971572092065e-05
31420.21071742957,5.398164284167958e-05
31463.19322183098,3.47956233959077e-05
31506.17572623239,1.487578492127877e-05
31549.1582306338,1.213065674952582e-05
31592.14073503521,3.289465548403321e-05
31635.12323943662,4.372695378320772e-05
31678.10574383803,5.213119154654314e-05
31721.08824823943,5.966009783690899e-05
31764.07075264084,5.984111129127239e-05
31807.05325704225,6.806422998710517e-05
31850.03576144366,8.650968804285229e-05
31893.01826584507,0.0001435292264697621
31936.00077024648,0.0002327308720714397
