Frequency (Hz),Trace 1 (V)
4199.21875,4.878809527138433e-05
4223.6328125,7.182926810265113e-05
4248.046875,8.731603707010801e-05
4272.4609375,7.613296887917945e-05
4296.875,5.818579828907987e-05
4321.2890625,0.000102088278681918
4345.703125,0.0001140913860571599
4370.1171875,8.516104093304873e-05
4394.53125,7.239601025715435e-05
4418.9453125,4.438556562615062e-05
4443.359375,1.09624907813115e-05
4467.7734375,7.823243161995963e-05
4492.1875,0.0001107178463363987
4516.6015625,0.0001107846744956179
4541.015625,7.968152871083625e-05
4565.4296875,6.392673855861536e-06
4589.84375,4.905037218693208e-05
4614.2578125,7.672588067801604e-05
4638.671875,8.204196100967955e-05
4663.0859375,9.675169745123976e-05
4687.5,6.736394114811598e-05
4711.9140625,5.015111007581387e-05
4736.328125,3.206734912902658e-05
4760.7421875,5.67242475164855e-05
4785.15625,8.301449649862645e-05
4809.5703125,0.000124635966586304
4833.984375,0.0001324176015745907
4858.3984375,0.0001949364500371899
4882.8125,0.0002107653910715293
4907.2265625,0.0002176708022394533
4931.640625,0.0002022090689318436
4956.0546875,0.0002295760157041184
4980.46875,0.0003272958174006301
5004.8828125,0.0005804611884245635
5029.296875,0.0007768939591361649
5053.7109375,0.03440000284685018
5078.125,0.3778882480821054
5102.5390625,1.113145583010254
5126.953125,1.551342030613784
5151.3671875,1.584733097573091
5175.78125,1.498745574431988
5200.1953125,0.9273359200480664
5224.609375,0.2453585944595667
5249.0234375,0.01355675511208857
5273.4375,0.0003105628637286918
5297.8515625,0.0002660505431880541
5322.265625,0.0003176739726418046
5346.6796875,0.0002880412898666522
5371.09375,0.000249358068579965
5395.5078125,0.0001039640289691746
5419.921875,0.0001010200908035908
5444.3359375,5.889602199048987e-05
5468.75,7.927643002967173e-05
5493.1640625,7.362009025798608e-05
5517.578125,8.153642123325977e-05
5541.9921875,5.404733702146852e-05
5566.40625,2.377289790782512e-05
5590.8203125,4.330181171884498e-05
5615.234375,5.962870330738921e-05
5639.6484375,8.636882960065745e-05
5664.0625,6.92591433039875e-05
5688.4765625,5.000375623112796e-05
5712.890625,5.587278447138765e-05
5737.3046875,6.266883042398696e-05
5761.71875,8.185641964474106e-05
5786.1328125,8.848939219625026e-05
5810.546875,5.135626278992175e-05
5834.9609375,4.355576722212266e-05
5859.375,0.0001000879815786562
5883.7890625,0.0001485163481238797
5908.203125,0.0001710937639409178
5932.6171875,0.0001282516841009105
5957.03125,7.257748205734397e-05
5981.4453125,5.991433034560208e-05
6005.859375,7.861604898741495e-05
6030.2734375,0.0001084789420754798
6054.6875,0.0001131522533906424
6079.1015625,7.921901969048709e-05
6103.515625,3.825066525510902e-05
6127.9296875,2.36745502001817e-05
6152.34375,4.830607755036504e-05
6176.7578125,7.189119467297349e-05
6201.171875,5.925758385263623e-05
6225.5859375,2.397601507728043e-05
6250,2.47109929805355e-05
6274.4140625,5.591319379260024e-05
6298.828125,8.647489675278352e-05
6323.2421875,0.0001091546301654799
6347.65625,9.311196927314595e-05
6372.0703125,5.24236911498105e-05
6396.484375,3.347607937126155e-05
6420.8984375,1.137143674856397e-05
6445.3125,2.669000063951262e-05
6469.7265625,6.954562124807658e-05
6494.140625,8.662775179174622e-05
6518.5546875,7.056737219671826e-05
6542.96875,5.303080156648605e-05
6567.3828125,3.69133309779262e-05
6591.796875,6.798830971678495e-05
6616.2109375,8.144011440808903e-05
6640.625,5.739605357264116e-05
6665.0390625,1.961098152706859e-05
6689.453125,2.730043353491096e-05
6713.8671875,5.729893085075767e-05
6738.28125,6.241269724577354e-05
6762.6953125,4.367904457241693e-05
6787.109375,8.28327281086333e-06
6811.5234375,1.432734713562204e-05
6835.9375,1.834369587296909e-05
6860.3515625,1.237988330512063e-05
6884.765625,2.484445423172203e-05
6909.1796875,5.525138692559315e-05
6933.59375,5.955167790505833e-05
6958.0078125,4.599298914553163e-05
6982.421875,2.993480133523827e-05
7006.8359375,2.310683181498552e-05
7031.25,3.265287858073368e-05
7055.6640625,2.104367775326568e-05
7080.078125,5.94613719764186e-06
7104.4921875,1.890393641232036e-05
7128.90625,3.585099428691105e-05
7153.3203125,4.286823719265481e-05
7177.734375,3.373780066599839e-05
7202.1484375,2.357728434868334e-05
7226.5625,2.233225267469467e-05
7250.9765625,3.893605156652589e-05
7275.390625,3.406019407675424e-05
7299.8046875,2.077414665194636e-05
7324.21875,3.52452926335744e-05
7348.6328125,5.223749423594612e-05
7373.046875,4.660517581773502e-05
7397.4609375,2.171273204624751e-05
7421.875,2.410316796276989e-05
7446.2890625,4.049309563257654e-05
7470.703125,2.835845399499659e-05
7495.1171875,2.059706255248145e-05
7519.53125,3.600706461584083e-05
7543.9453125,4.754095305095003e-05
7568.359375,4.65633284333657e-05
7592.7734375,4.648860095378008e-05
7617.1875,4.459429603682019e-05
7641.6015625,3.004889807946297e-05
7666.015625,1.713873237022801e-05
7690.4296875,3.786310100329872e-05
7714.84375,6.341619423268601e-05
7739.2578125,7.091493606762378e-05
7763.671875,6.776688784077932e-05
7788.0859375,5.557974624220811e-05
7812.5,3.593801877956533e-05
7836.9140625,1.363356710980743e-05
7861.328125,1.157186491319268e-05
7885.7421875,2.918341758434079e-05
7910.15625,3.802059081597352e-05
7934.5703125,3.012763119787565e-05
7958.984375,2.689942704649294e-05
7983.3984375,6.004901842773956e-05
8007.8125,8.3985563849927e-05
8032.2265625,8.730958400125214e-05
8056.640625,8.726021399996502e-05
8081.0546875,6.353117541724007e-05
8105.46875,2.810448069692995e-05
8129.8828125,1.731498342980844e-05
8154.296875,2.439438347199859e-05
8178.7109375,4.488998810884013e-05
8203.125,4.520143389589624e-05
8227.5390625,3.189197225241331e-05
8251.953125,3.444270750540258e-05
8276.3671875,2.83898215220474e-05
8300.78125,1.077947255675998e-05
8325.1953125,1.07764071352552e-05
8349.609375,1.829807012484263e-05
8374.0234375,2.77509021724423e-05
8398.4375,3.815446381113936e-05
8422.8515625,3.378959494015232e-05
8447.265625,3.506544678104482e-05
8471.6796875,2.707752593641207e-05
8496.09375,1.20454634501234e-05
8520.5078125,2.548392231606133e-05
8544.921875,3.853127012829767e-05
8569.3359375,4.418965642056236e-05
8593.75,4.657252106291433e-05
8618.1640625,4.370427740605886e-05
8642.578125,3.433170449062862e-05
8666.9921875,3.310495663564493e-05
8691.40625,3.67911557112172e-05
8715.8203125,3.147604569617289e-05
8740.234375,1.827027904991615e-05
8764.6484375,2.978901479368394e-05
8789.0625,4.590452290904212e-05
8813.4765625,4.582746819984855e-05
8837.890625,4.667343013825388e-05
8862.3046875,5.103724187478805e-05
8886.71875,4.781706966329743e-05
8911.1328125,4.831535530603656e-05
8935.546875,3.555878907888113e-05
8959.9609375,2.464789137902535e-05
8984.375,2.747571577586259e-05
9008.7890625,4.770795293250321e-05
9033.203125,6.909666379501761e-05
9057.6171875,6.364531587125907e-05
9082.03125,4.631072840005151e-05
9106.4453125,4.861478035414218e-05
9130.859375,5.289308408382487e-05
9155.2734375,4.858277539226423e-05
9179.6875,4.590460794149873e-05
9204.1015625,4.618725028255163e-05
9228.515625,5.780973395739713e-05
9252.9296875,7.908765063519302e-05
9277.34375,8.502325890328323e-05
9301.7578125,7.925385873772737e-05
9326.171875,6.382677824821351e-05
9350.5859375,6.562383768889948e-05
9375,6.892959886062749e-05
9399.4140625,7.511962339076017e-05
9423.828125,8.942858811501154e-05
9448.2421875,8.783060736201412e-05
9472.65625,5.14044641601604e-05
9497.0703125,1.592456744266895e-05
9521.484375,1.641185342644142e-05
9545.8984375,5.346534326017339e-05
9570.3125,7.226741000774847e-05
9594.7265625,5.667484268576107e-05
9619.140625,3.830395055908196e-05
9643.5546875,2.946256902244818e-05
9667.96875,1.755068462584425e-05
9692.3828125,2.296179101934866e-05
9716.796875,4.149036350210539e-05
9741.2109375,5.779265703346758e-05
9765.625,7.908015892364101e-05
9790.0390625,0.0001051586259704337
9814.453125,0.0001067929410794677
9838.8671875,9.322279870784348e-05
9863.28125,8.524448298362598e-05
9887.6953125,6.860976321216425e-05
9912.109375,3.998375309302796e-05
9936.5234375,3.415122349672057e-05
9960.9375,4.942456931333703e-05
9985.3515625,7.266710281422934e-05
10009.765625,8.73320739535094e-05
10034.1796875,8.509261922266693e-05
10058.59375,7.078535950653356e-05
10083.0078125,4.313843439523685e-05
10107.421875,2.004898244043414e-05
10131.8359375,5.313798689239929e-06
10156.25,3.641329817293034e-06
10180.6640625,1.421303434694211e-05
10205.078125,6.006741428293794e-05
10229.4921875,0.0006728692236119561
10253.90625,0.001812939447089408
10278.3203125,0.002377357355259321
10302.734375,0.002401416115893158
10327.1484375,0.002209550953600537
10351.5625,0.001242340331512052
10375.9765625,0.0002541687418634532
10400.390625,5.143711835774887e-05
10424.8046875,7.207014971337591e-05
10449.21875,6.745882319156083e-05
10473.6328125,4.266549049228749e-05
10498.046875,1.326600287936591e-05
10522.4609375,2.576641784464066e-05
10546.875,2.762309672161411e-05
10571.2890625,3.14918861024521e-06
10595.703125,2.110772212009636e-05
10620.1171875,2.238760927347284e-05
10644.53125,1.163299917917521e-05
10668.9453125,1.610069960564483e-05
10693.359375,4.806461749869496e-05
10717.7734375,6.856009078679291e-05
10742.1875,7.295522836493949e-05
10766.6015625,8.259599901126956e-05
10791.015625,9.469036266312111e-05
10815.4296875,9.717823063046401e-05
10839.84375,9.174415552668102e-05
10864.2578125,7.655863200035639e-05
10888.671875,4.634326269266175e-05
10913.0859375,1.73752823730698e-05
10937.5,2.742478772831373e-05
10961.9140625,3.693879297790739e-05
10986.328125,3.891097216050795e-05
11010.7421875,2.976919133742314e-05
11035.15625,2.37634177439005e-05
11059.5703125,3.556341572233287e-05
11083.984375,5.537116759573118e-05
11108.3984375,6.267265820416984e-05
11132.8125,5.893215034330596e-05
11157.2265625,5.291690276842221e-05
11181.640625,4.516252303329781e-05
11206.0546875,4.005639130565107e-05
11230.46875,4.750890857151806e-05
11254.8828125,5.80039035456579e-05
11279.296875,5.687627527635054e-05
11303.7109375,5.065585402009781e-05
11328.125,4.570802983122498e-05
11352.5390625,3.51808082445365e-05
11376.953125,2.62615532530443e-05
11401.3671875,2.075277513560459e-05
11425.78125,4.165909736599338e-05
11450.1953125,6.224551248666172e-05
11474.609375,5.827515391535803e-05
11499.0234375,3.762339829374545e-05
11523.4375,4.281039042591855e-06
11547.8515625,3.803713198665356e-05
11572.265625,3.745792921931811e-05
11596.6796875,2.587584377197129e-05
11621.09375,1.509551235245199e-05
11645.5078125,3.434407715972691e-05
11669.921875,3.648695415132298e-05
11694.3359375,2.405202063994445e-05
11718.75,2.497432138456332e-05
11743.1640625,2.656917893843237e-05
11767.578125,1.586904167159707e-05
11791.9921875,1.380155057572894e-05
11816.40625,1.502399217558737e-05
11840.8203125,1.498464055853628e-05
11865.234375,1.133494964841977e-05
11889.6484375,2.177504334466207e-06
11914.0625,3.077396414628412e-05
11938.4765625,6.523366388728972e-05
11962.890625,7.846862990607201e-05
11987.3046875,7.218836821824486e-05
12011.71875,5.418686972409952e-05
12036.1328125,2.966459531779493e-05
12060.546875,1.391337008628358e-05
12084.9609375,1.550020343401074e-05
12109.375,1.94368011433655e-05
12133.7890625,2.520660347514959e-05
12158.203125,2.734194549865146e-05
12182.6171875,2.098445128552371e-05
12207.03125,8.101851529871276e-06
12231.4453125,2.907751214099343e-05
12255.859375,5.248546153280536e-05
12280.2734375,6.020986889817312e-05
12304.6875,4.241395612875464e-05
12329.1015625,2.126565403126995e-05
12353.515625,7.084541501588123e-06
12377.9296875,7.534971229100058e-06
12402.34375,1.235212946646321e-05
12426.7578125,9.364530602930061e-06
12451.171875,1.086365580116585e-05
12475.5859375,1.974468532208338e-05
12500,2.832501546060116e-05
12524.4140625,3.08729287365272e-05
12548.828125,2.331342338298756e-05
12573.2421875,1.770998977687516e-05
12597.65625,2.509828738331342e-05
12622.0703125,2.486198074940761e-05
12646.484375,2.613496412858644e-05
12670.8984375,3.279082210787397e-05
12695.3125,2.676828529445169e-05
12719.7265625,2.671129188483637e-05
12744.140625,5.195069724847572e-05
12768.5546875,5.641549204098636e-05
12792.96875,4.71952277338618e-05
12817.3828125,3.807814578340464e-05
12841.796875,4.478611430394272e-05
12866.2109375,5.220180264836713e-05
12890.625,4.305966095691144e-05
12915.0390625,2.42241128347406e-05
12939.453125,1.137239521060528e-05
12963.8671875,1.603415465131782e-05
12988.28125,2.385316878695839e-05
13012.6953125,2.679077625262805e-05
13037.109375,3.196936822204947e-05
13061.5234375,2.794750378494347e-05
13085.9375,2.151700041204872e-05
13110.3515625,3.617877996644491e-05
13134.765625,4.386386604813639e-05
13159.1796875,4.996489252589421e-05
13183.59375,4.000972735596367e-05
13208.0078125,7.542204720368146e-06
13232.421875,2.146789588298561e-05
13256.8359375,3.806715991134948e-05
13281.25,4.010748364713586e-05
13305.6640625,3.790369559065403e-05
13330.078125,4.943698635063204e-05
13354.4921875,5.57018281766675e-05
13378.90625,5.275657951288751e-05
13403.3203125,4.832606136103264e-05
13427.734375,4.299584650881119e-05
13452.1484375,2.960532022201658e-05
13476.5625,1.374362549265792e-05
13500.9765625,1.438729843702906e-05
13525.390625,2.527693958596956e-05
13549.8046875,3.700262107741149e-05
13574.21875,4.091485825571103e-05
13598.6328125,3.397130473778152e-05
13623.046875,5.34396637521021e-06
13647.4609375,2.411449123496817e-05
13671.875,3.014912914050748e-05
13696.2890625,2.63961398123308e-05
13720.703125,2.464778078036685e-05
13745.1171875,2.794758228793851e-05
13769.53125,3.442348229503569e-05
13793.9453125,4.189828789588729e-05
13818.359375,4.42358833321566e-05
13842.7734375,5.409182335333964e-05
13867.1875,6.102479180100766e-05
13891.6015625,4.758092050215456e-05
13916.015625,3.122990883191687e-05
13940.4296875,2.921606563731821e-05
13964.84375,2.584298316538733e-05
13989.2578125,3.004107459730508e-05
14013.671875,2.910063737890284e-05
14038.0859375,2.839766692899592e-05
14062.5,2.218570587441675e-05
14086.9140625,1.732958777708383e-05
14111.328125,4.91026447057448e-05
14135.7421875,6.527421574185412e-05
14160.15625,7.057637170737588e-05
14184.5703125,5.829737766540012e-05
14208.984375,2.890108210918615e-05
14233.3984375,1.364014067580336e-05
14257.8125,2.67111574798673e-05
14282.2265625,3.003905459129637e-05
14306.640625,2.528677472924423e-05
14331.0546875,2.742679859779389e-05
14355.46875,3.932064905851799e-05
14379.8828125,4.347977380970051e-05
14404.296875,5.048853183099942e-05
14428.7109375,6.446542531590696e-05
14453.125,6.873363669108674e-05
14477.5390625,5.475430650325798e-05
14501.953125,3.060229568823601e-05
14526.3671875,2.948765944244578e-05
14550.78125,2.918171328668532e-05
14575.1953125,7.289449581233083e-06
14599.609375,1.957710588478511e-05
14624.0234375,3.231420111579606e-05
14648.4375,2.613250946973037e-05
14672.8515625,1.421503118003021e-05
14697.265625,1.823419906462053e-05
14721.6796875,1.884096337844166e-05
14746.09375,4.662275125917926e-06
14770.5078125,2.277692633385015e-05
14794.921875,3.02898192971503e-05
14819.3359375,3.556099121254395e-05
14843.75,2.176847277196961e-05
14868.1640625,9.847521392867863e-06
14892.578125,1.356801163156564e-05
14916.9921875,3.479543618847939e-05
14941.40625,4.989953421127681e-05
14965.8203125,5.252163293437252e-05
14990.234375,5.346535144826517e-05
15014.6484375,4.471279168012856e-05
15039.0625,3.166628119900038e-05
15063.4765625,2.199587465483005e-05
15087.890625,1.258002356388289e-05
15112.3046875,8.802760820219225e-06
15136.71875,1.470670347738825e-05
15161.1328125,1.474853591164506e-05
15185.546875,1.38114228047441e-05
15209.9609375,2.481261571169815e-05
15234.375,2.962630715854288e-05
15258.7890625,2.075994752615482e-05
15283.203125,9.293681302641321e-06
15307.6171875,1.332353837372518e-05
15332.03125,2.197491355090103e-05
15356.4453125,0.0001236596201838821
15380.859375,0.0008675480128456258
15405.2734375,0.00205000708127011
15429.6875,0.002526078648074538
15454.1015625,0.002534118498155841
15478.515625,0.002257113108319414
15502.9296875,0.001167343755755523
15527.34375,0.0002123810400826405
15551.7578125,2.005769089925316e-05
15576.171875,1.636489936375369e-05
15600.5859375,1.640086345540631e-05
15625,2.837062069709649e-05
15649.4140625,3.386448425354564e-05
15673.828125,3.356265261241933e-05
15698.2421875,2.526882383667008e-05
15722.65625,4.146686840882327e-06
15747.0703125,2.353284741382788e-05
15771.484375,3.603356369362129e-05
15795.8984375,4.320789597195868e-05
15820.3125,4.593308082141292e-05
15844.7265625,4.383115447371781e-05
15869.140625,3.781978552230379e-05
15893.5546875,3.160496846211291e-05
15917.96875,3.536361205850506e-05
15942.3828125,4.618169003452265e-05
15966.796875,7.585564484003868e-05
15991.2109375,0.0001031385164948379
16015.625,0.0001063246721750943
16040.0390625,8.069075586786727e-05
16064.453125,4.473009139125282e-05
16088.8671875,2.714844402449384e-05
16113.28125,3.2651505051837e-05
16137.6953125,2.809380657724169e-05
16162.109375,2.308209689786285e-05
16186.5234375,1.215675971614026e-05
16210.9375,1.372495373387931e-05
16235.3515625,1.488901050819753e-05
16259.765625,1.80449954972625e-05
16284.1796875,2.038261914727361e-05
16308.59375,2.224811599123169e-05
16333.0078125,2.384818953019494e-05
16357.421875,2.716991788838886e-05
16381.8359375,3.534483649860203e-05
16406.25,2.737897475399489e-05
16430.6640625,1.123025485907102e-05
16455.078125,1.019587132839207e-05
16479.4921875,2.271273829279688e-05
16503.90625,2.763862288862694e-05
16528.3203125,1.247741438012173e-05
16552.734375,7.996776624057918e-06
16577.1484375,9.828875075382732e-06
16601.5625,2.367827591124743e-06
16625.9765625,3.098255038266687e-05
16650.390625,6.239776611425811e-05
16674.8046875,6.932942295738831e-05
16699.21875,5.322668679513585e-05
16723.6328125,4.026837970380754e-05
16748.046875,4.140441150397258e-05
16772.4609375,3.65322339624014e-05
16796.875,1.851839111054332e-05
16821.2890625,3.030060569030861e-05
16845.703125,4.379742903699534e-05
16870.1171875,3.305324360177406e-05
16894.53125,1.877154986806533e-05
16918.9453125,1.38458272862022e-05
16943.359375,3.122269020121409e-05
16967.7734375,5.13843513311461e-05
16992.1875,4.718940396626598e-05
17016.6015625,3.946136378492714e-05
17041.015625,3.74712580805562e-05
17065.4296875,3.474584713134055e-05
17089.84375,3.812444115626087e-05
17114.2578125,3.772371750653954e-05
17138.671875,3.560855900211051e-05
17163.0859375,4.637185353989052e-05
17187.5,6.266537706884454e-05
17211.9140625,7.357662285142956e-05
17236.328125,7.324817996462761e-05
17260.7421875,5.633950870006816e-05
17285.15625,3.263043744657562e-05
17309.5703125,2.219603897251815e-05
17333.984375,1.850542474900838e-05
17358.3984375,1.553612781004921e-05
17382.8125,3.322434149776891e-05
17407.2265625,3.246499685642271e-05
17431.640625,2.462644108700268e-05
17456.0546875,2.206940342003016e-05
17480.46875,1.653188592362942e-05
17504.8828125,2.02636765963544e-05
17529.296875,1.114401578160191e-05
17553.7109375,1.776238149921089e-05
17578.125,1.244114155324156e-05
17602.5390625,1.494916635050431e-05
17626.953125,4.324743952743608e-05
17651.3671875,7.071956984968808e-05
17675.78125,6.85959300909511e-05
17700.1953125,5.017140817307208e-05
17724.609375,4.010129519013697e-05
17749.0234375,3.653723120023128e-05
17773.4375,3.629552826360673e-05
17797.8515625,3.364092303265891e-05
17822.265625,3.387075412443231e-05
17846.6796875,2.055495317880087e-05
17871.09375,1.089719933846724e-05
17895.5078125,4.340783092571669e-05
17919.921875,7.074696676539233e-05
17944.3359375,7.143634849901534e-05
17968.75,5.466807501744831e-05
17993.1640625,5.053383188581585e-05
18017.578125,5.031474943740616e-05
18041.9921875,4.541730067256569e-05
18066.40625,2.582091402786825e-05
18090.8203125,1.999314998314307e-05
18115.234375,2.910428655113994e-05
18139.6484375,3.396990004738281e-05
18164.0625,2.778213050992988e-05
18188.4765625,1.776541863163872e-05
18212.890625,1.495967075708976e-05
18237.3046875,1.959405036055084e-05
18261.71875,2.282779512337946e-05
18286.1328125,2.290850717767119e-05
18310.546875,4.791980785722648e-06
18334.9609375,3.043080349494555e-05
18359.375,5.883042175553797e-05
18383.7890625,8.373059827180558e-05
18408.203125,8.860686669571437e-05
18432.6171875,8.093355335123695e-05
18457.03125,5.968408903356416e-05
18481.4453125,2.492793379379665e-05
18505.859375,1.978601653079804e-05
18530.2734375,3.418844276382852e-05
18554.6875,4.027392499280701e-05
18579.1015625,2.050339749982709e-05
18603.515625,4.563643136466684e-06
18627.9296875,2.308150755011888e-06
18652.34375,6.341635885607767e-06
18676.7578125,1.751749275950355e-05
18701.171875,2.388822007916891e-05
18725.5859375,1.499386567202221e-05
18750,1.251343546126294e-05
18774.4140625,3.474927053663163e-05
18798.828125,4.198480224380856e-05
18823.2421875,4.595303662775434e-05
18847.65625,6.101061301027296e-05
18872.0703125,7.431391866014761e-05
18896.484375,8.696232331261926e-05
18920.8984375,0.0001087695113795964
18945.3125,0.0001344748183876156
18969.7265625,0.000133467118044495
18994.140625,0.0001216486694457105
19018.5546875,9.960955021241362e-05
19042.96875,5.767035251652648e-05
19067.3828125,4.227082121996404e-05
19091.796875,4.574042782041113e-05
19116.2109375,5.266974422667736e-05
19140.625,6.818209742230271e-05
19165.0390625,7.298011993797177e-05
19189.453125,5.959805494938726e-05
19213.8671875,4.360417006678893e-05
19238.28125,4.278826504374663e-05
19262.6953125,5.126814231208558e-05
19287.109375,7.333604210558039e-05
19311.5234375,9.212805609137694e-05
19335.9375,9.825330240488627e-05
19360.3515625,0.0001023904424873209
19384.765625,8.983551016913148e-05
19409.1796875,6.940016154368586e-05
19433.59375,7.709837568523051e-05
19458.0078125,8.737598581062165e-05
19482.421875,9.074000212705374e-05
19506.8359375,0.0001016203091081319
19531.25,0.0001078235294791849
19555.6640625,0.0001096462439870066
19580.078125,0.000102982796319565
19604.4921875,7.672941474208154e-05
19628.90625,4.547590327335835e-05
19653.3203125,4.36691529283492e-05
19677.734375,5.104777753307138e-05
19702.1484375,5.384454596325476e-05
19726.5625,4.955703712086997e-05
